COMMENT_ID,NEWS_ID,USER_ID,PARENT_COMMENT_ID,CONTENT,COMMENT_TIME,LIKE_COUNT,DISLIKE_COUNT
27,7,2,,拉布拉多的贪吃确实是出了名的，主人需要更加小心地管理好食物，以免它们一次性吃太多。,2024-08-08 11:00:27,0,0
28,7,20,,给狗狗自制食物是个不错的想法，但要注意食物的分量和成分，避免引起消化不良或其他健康问题。,2024-08-08 11:00:28,0,0
29,7,12,,这样的故事既有趣又温馨，同时也提醒了宠物主人要时刻留意宠物的行为习惯，确保它们的健康安全。,2024-08-08 11:00:29,0,0
30,7,5,,通过社交媒体分享宠物的日常生活是一种很好的方式，不仅能获得他人的喜爱，也能促进宠物主人之间的交流和学习。,2024-08-08 11:00:30,0,0
31,8,6,,这只小狗露露的能力真是令人惊讶，识别真假钞票的能力似乎超越了常规认知。,2024-08-08 11:00:31,0,0
32,8,7,,露露的故事展现了宠物与人类之间独特的互动方式，也体现了宠物的智慧和本能。,2024-08-08 11:00:32,0,0
33,8,19,,虽然露露的能力很有趣，但需要注意的是，宠物识别钞票的能力可能并不具备实际应用价值。,2024-08-08 11:00:33,0,0
34,8,8,,这样的趣闻轶事提醒我们，宠物有时会展现出令人意想不到的才能，为我们的生活增添乐趣。,2024-08-08 11:00:34,0,0
35,8,18,,对于宠物主人来说，了解并尊重宠物的天赋和兴趣是一件乐事，但也要确保宠物的行为不会对它们自身造成伤害。,2024-08-08 11:00:35,0,0
36,9,3,,这份宠物口粮品牌排行榜涵盖了多个国际知名品牌，可以看出加拿大和美国品牌在宠物食品行业中占据主导地位。,2024-08-08 11:00:36,0,0
37,9,15,,本土品牌如麦富迪和比瑞吉也榜上有名，说明中国宠物食品市场正在崛起，并且得到了消费者的认可。,2024-08-08 11:00:37,0,0
38,9,5,37,没错！本土品牌的崛起显示了中国宠物食品市场的发展和成熟，消费者也越来越信任和支持国产品牌。这是一个积极的趋势。,2024-08-08 11:00:38,0,0
39,9,7,,皇家宠物食品凭借其悠久的历史和广泛的品种选择，在市场上保持着领先地位。,2024-08-08 11:00:39,0,0
40,9,11,,冠能品牌因其科研背景和对宠物健康的专业关注，成为了许多宠物主人的首选。,2024-08-08 11:00:40,0,0
41,9,19,,伯纳天纯和牛油果等品牌能够上榜，说明消费者越来越注重宠物食品的安全性和营养价值。,2024-08-08 11:00:41,0,0
42,10,3,,于谦老师的天精地华宠物乐园曾经是许多宠物爱好者心中的圣地，其关闭的消息令人惋惜。,2024-08-08 11:00:42,0,0
43,10,8,,从宠物乐园的规模和收藏的珍稀动物来看，于谦老师对于宠物的热爱可见一斑，但随着宠物乐园的关闭，这份热情似乎也暂时告一段落。,2024-08-08 11:00:43,0,0
44,10,16,,尽管宠物乐园目前处于关闭状态，但期待于谦老师能够找到新的地点，继续他的宠物事业，为更多人带来欢乐。,2024-08-08 11:00:44,0,0
45,10,13,44,这个愿望很好！相信许多人都期盼着于谦老师能重启或开创一个新的宠物乐园项目，继续传播他对宠物的热爱和关怀。,2024-08-08 11:00:45,0,0
46,11,6,,这样的事情太让人唏嘘了，本来只是个小摩擦，结果却酿成了这么严重的后果。,2024-08-08 11:00:46,0,0
47,11,2,,法院的判决还算公正，毕竟老人的基础疾病才是导致悲剧的根本原因。,2024-08-08 11:00:47,0,0
48,11,19,,这个案例再次提醒我们，无论遇到什么事情，都要冷静处理，不要冲动行事。,2024-08-08 11:00:48,0,0
49,11,7,,如果当时双方能好好沟通，也许就不会发生后面的事情了，真是太可惜了。,2024-08-08 11:00:49,0,0
50,11,1,,希望这样的事情能够给大家敲响警钟，生活中一定要多一份理解和宽容。,2024-08-08 11:00:50,0,0
51,12,8,,这只猫咪的眼神真是让人难忘，希望它能在新家里过得越来越好。,2024-08-08 11:00:51,0,0
52,12,15,,感谢这位铲屎官的善举，希望更多的流浪猫能找到温暖的家。,2024-08-08 11:00:52,0,0
53,12,17,,流浪猫的经历真是让人心疼，幸好遇到了好心人。,2024-08-08 11:00:53,0,0
54,12,5,53,是的，流浪动物的故事常常让人感动又心疼。幸运的是，总有好心人伸出援手，给它们一个温暖的家。,2024-08-08 11:00:54,0,0
55,12,18,,照顾好一只流浪猫不容易，这位铲屎官真的很负责任。,2024-08-08 11:00:55,0,0
56,12,6,,看到这样的故事总是很感动，希望猫咪能尽快恢复健康，享受幸福的生活。,2024-08-08 11:00:56,0,0
57,13,9,,这款宠物烘干箱听起来真的很方便，特别是对于长毛猫来说，能大大减少吹干的时间和精力消耗。,2024-08-08 11:00:57,0,0
58,13,4,,西典H30宠物烘干箱的设计考虑得很周到，既能让宠物感到舒适，又能帮助宠物主人节省时间和力气。,2024-08-08 11:00:58,0,0
59,14,12,,这次宠物食品论坛的内容真丰富，不仅有市场趋势的分析，还有法规解读和技术分享，对于从业者来说非常有价值。,2024-08-08 11:00:59,0,0
60,14,1,,听说Natural Balance在天猫国际的表现非常亮眼，看来高品质的宠物食品在国内市场有很大的发展潜力。,2024-08-08 11:01:00,0,0
61,14,13,,了解到新法规对宠物食品行业的影响，以及如何利用社交媒体推广品牌，这些信息对于想要进入中国市场的外国品牌来说非常实用。,2024-08-08 11:01:01,0,0
62,15,20,,猫咪的手欠行为确实让人头疼，但它们也有自己的小脾气，主人教训时要注意分寸。,2024-08-08 11:01:02,0,0
63,15,10,,看到猫咪想要跳楼的那一幕真是让人心惊胆战，还好最终没事，主人以后教训时要温和一些。,2024-08-08 11:01:03,0,0
64,15,5,,宠物也有自己的情感，有时候它们的反应会超出我们的预料，对待它们要更加耐心和理解。,2024-08-08 11:01:04,0,0
65,15,6,63,确实让人捏了一把汗！幸运的是猫咪安全无恙。对待宠物确实需要更多的耐心和温柔，避免类似的情况再次发生。,2024-08-08 11:01:05,0,0
66,16,14,,PAWAii的产品真是太酷了！不仅能通过APP监控宠物的饮食情况，还能保证宠物出行既时尚又安全。期待他们推出更多创新产品！,2024-08-08 11:01:06,0,0
67,16,7,,看到PAWAii在上海它博会上的展示，感觉他们的产品非常适合现代人的生活方式。希望未来能有更多这样的品牌出现，让养宠变得更轻松愉快！,2024-08-08 11:01:07,0,0
68,17,15,,都乐时Dolosh能获得这样的奖项真是实至名归！他们的宠物食品不仅注重营养成分，还特别强调功能性，我家宠物吃了之后毛发真的变得更加亮丽了。,2024-08-08 11:01:08,0,0
69,17,17,,看来宠物行业也在向着更加专业和精细化的方向发展，都乐时Dolosh的做法很值得其他品牌学习，希望未来能看到更多这样专注于宠物健康的优质产品。,2024-08-08 11:01:09,0,0
70,17,16,,作为宠主，我越来越重视宠物食品的安全性和营养价值。都乐时Dolosh获奖让我对他们更有信心，期待他们带来更多创新性的宠物食品和营养补充剂。,2024-08-08 11:01:10,0,0
71,18,4,,山东和河北作为宠物饲料的主要产地，原料资源丰富加上政府的支持，确实有利于宠物食品行业的发展。,2024-08-08 11:01:11,0,0
72,18,20,,看来宠物食品行业在国内的发展势头很好，希望能有更多的本土品牌崛起，提供高质量的产品给宠物和宠物主人。,2024-08-08 11:01:12,0,0
73,18,19,71,非常正确！山东和河北等地丰富的原料资源加上政策支持，为宠物食品行业的发展提供了良好的基础，有助于提升产品质量和竞争力。,2024-08-08 11:01:13,0,0
74,18,11,,物流成本的降低对宠物食品行业来说是个很大的利好，这意味着消费者可以享受到更多实惠的好产品。,2024-08-08 11:01:14,0,0
75,19,17,,这样的情况真是令人心痛，动物们不应该成为战争的受害者。希望这些被救助的动物能够尽快恢复健康，找到一个安全的新家。,2024-08-08 11:01:15,0,0
76,19,9,,四爪组织的工作人员们真是太棒了！能在这么困难的情况下救助这么多动物，他们的勇气和爱心值得赞扬。,2024-08-08 11:01:16,0,0
77,20,10,,看到狗狗这样保护小主人，真是既感动又好笑。狗狗的忠诚和爱护真是太让人暖心了。,2024-08-08 11:01:17,0,0
78,20,2,,狗狗的行为证明了它们确实是人类最好的朋友。不过家长还是要教育孩子不要随便玩弄贵重物品哦。,2024-08-08 11:01:18,0,0
79,20,8,,这只狗狗真是太可爱了，它的本能反应让人看到了宠物与家人之间深厚的情感联系。希望狗主人以后能更加理解狗狗的这种保护行为。,2024-08-08 11:01:19,0,0
80,21,18,,教育狗狗确实要讲究方法，不能随意打骂，否则会对它们的心理和身体健康造成伤害。,2024-08-08 11:01:20,0,0
81,21,11,,打屁股两侧这种方法我也听说过，但还是觉得用言语和正面训练来教育狗狗更好，毕竟暴力解决不了根本问题。,2024-08-08 11:01:21,0,0
82,21,15,80,完全同意！正确的训练方法对狗狗非常重要，正面强化和耐心引导远比惩罚更有效，也能建立更好的人宠关系。,2024-08-08 11:01:22,0,0
83,21,4,,看到狗狗被打得麻木不仁的样子真让人心疼，希望每位宠物主人都能用正确的方法教育自己的宠物。,2024-08-08 11:01:23,0,0
84,22,16,,这只折耳猫真是太有个性了，居然还知道用这种方式表达不满，主人下次可得记得给它准备好吃的了。,2024-08-08 11:01:24,0,0
85,22,19,,看来猫咪也是有自己的小脾气的，主人忘记喂食确实不应该，还好最后猫咪原谅了主人，希望它们以后能相处得更好。,2024-08-08 11:01:25,0,0
86,23,3,,乌龟咬人确实挺疼的，尤其是大乌龟，被咬的时候千万不能慌，按照这些方法慢慢来，通常都能解决问题。,2024-08-08 11:01:26,0,0
87,23,18,,养乌龟的朋友要注意了，尤其是家里有小孩的，一定要教会孩子正确的喂食方法，避免被咬伤。,2024-08-08 11:01:27,0,0
88,23,6,,看来即使是看似温顺的乌龟也有攻击力，不过这些应对方法挺实用的，以后遇到这种情况就知道该怎么做了。,2024-08-08 11:01:28,0,0
89,24,7,,看来狗狗和人一样，也会有害怕医生的情绪。希望这只拉布拉多能快点恢复健康。,2024-08-08 11:01:29,0,0
90,24,15,,这只拉布拉多的眼神真是太逗了，好像在说：“主人，快来救我！”希望它能尽快克服这种恐惧。,2024-08-08 11:01:30,0,0
91,24,2,89,确实如此，许多狗狗都会有这样的反应。希望这只拉布拉多能够尽快康复，也希望它的主人能找到合适的方法减轻它的焦虑。,2024-08-08 11:01:31,0,0
92,24,3,,这一幕真是既心疼又好笑，希望宠物医生和主人能好好安抚它，让它不再害怕看病。,2024-08-08 11:01:32,0,0
93,25,14,,另类宠物店的想法很有创意，特别是宠物租赁和专业的宠物摄影服务，这些都能满足不同人群的需求，希望这样的店铺能在更多地方出现。,2024-08-08 11:01:33,0,0
94,25,16,,看到另类宠物店提供宠物健康咨询和紧急医疗服务，感觉很贴心，这对于宠物主人来说非常重要，希望他们能做得越来越好。,2024-08-08 11:01:34,0,0
95,26,12,,看来柯基狗狗在村里过得挺开心的，能给街坊邻居带来欢乐，也成了小明星，真好！,2024-08-08 11:01:35,0,0
96,26,10,,老爸给柯基做小车的故事太有趣了，这样的创意不仅能帮助狗狗融入乡村生活，还能增进邻里之间的感情。,2024-08-08 11:01:36,0,0
97,26,15,,看到狗狗能在老家过得这么好，网友心里肯定也很欣慰，希望柯基能在那里健康快乐地生活。,2024-08-08 11:01:37,0,0
98,27,18,,这只狗狗真是太可爱了，居然还会听八卦，我家的狗子要是也能这样就好了！,2024-08-08 11:01:38,0,0
99,27,4,,看到狗狗如此融入人类社交场景，感觉它不仅是个宠物，更像是家庭的一员，太有爱了！,2024-08-08 11:01:39,0,0
100,27,9,98,哈哈，听起来很有趣！每只狗狗都有自己独特的个性，也许通过一些训练，你的狗狗也能学会更多有趣的技能呢。,2024-08-08 11:01:40,0,0
101,27,12,,这一幕真是治愈系，狗狗的陪伴总是能给我们带来许多乐趣和温暖，希望它能一直这样快乐下去！,2024-08-08 11:01:41,0,0
102,28,7,,感谢 Kabosu 给我们带来的所有欢笑和美好回忆，它不仅仅是一只柴犬，更是一个时代的符号。愿它在彩虹桥那边继续开心地奔跑。,2024-08-08 11:01:42,0,0
103,28,1,,Kabosu 是我最早接触的表情包之一，它的离世让我感到非常难过。它是互联网文化的一部分，永远都会记得那双传神的眼睛和标志性的表情。RIP Kabosu。,2024-08-08 11:01:43,0,0
104,29,15,,这种行为太不负责任了！宠物不是商品，它们是有生命的个体，需要得到关爱和尊重。希望有关部门能够加强监管，保护消费者的权益，更要保护这些无辜的小生命。,2024-08-08 11:01:44,0,0
105,29,19,,看到这样的新闻真是让人痛心。消费者在购买时也要多加小心，尽量选择信誉好的商家，并且最好亲自去实体店看看，不要只听信直播间的介绍。希望这种现象能尽快得到改善。,2024-08-08 11:01:45,0,0
106,29,16,,网络直播销售确实方便快捷，但同时也给了不法分子可乘之机。这些“星期狗”的悲剧提醒我们要提高警惕，同时也呼吁相关平台负起责任来，严格审核卖家资质，确保宠物健康。,2024-08-08 11:01:46,0,0
107,30,11,,这对宠物行业来说是个好消息！既能降低成本又能提高产品质量，希望这样的政策能惠及更多的企业，让宠物也能享受到更好的食品。,2024-08-08 11:01:47,0,0
108,30,14,,平阳县的宠物产业做得真不错，不仅在国内有影响力，在国际市场上也有很强的竞争力。这样的合作模式值得其他行业学习。,2024-08-08 11:01:48,0,0
109,30,3,108,确实如此！平阳县的宠物产业不仅在国内取得了显著的成绩，在国际市场上也展现了强大的竞争力。这种成功模式可以为其他行业提供很好的借鉴。,2024-08-08 11:01:49,0,0
110,30,12,,温州海关的支持对于这项合作非常重要，希望相关部门能继续提供便利和支持，帮助这些企业更好地发展，也让我们的宠物吃到更安全健康的食品。,2024-08-08 11:01:50,0,0
111,31,6,,终于有专门针对宠物气味的空气净化器了！这对于家里有宠物的朋友来说简直就是福音。不用再担心客人来访时会有尴尬的气味问题了。,2024-08-08 11:01:51,0,0
112,31,7,,Sunstar的这款空气净化器听起来很先进，特别是它能在气味扩散前就处理掉，而且还使用了日本的传统陶瓷技术，很有特色。希望价格也能亲民一些。,2024-08-08 11:01:52,0,0
113,32,15,,小娄救助流浪猫的精神值得赞扬，但也要量力而行。至于宠物殡葬服务方面，希望商家能更加人性化一些，毕竟这对宠物主人来说是非常敏感的事情。,2024-08-08 11:01:53,0,0
114,32,10,,商家的服务态度和处理方式有待改进，即使合同上有规定，也应该考虑到客户的情感因素。希望市场监管部门能够介入调解，让双方都能达成满意的解决方案。,2024-08-08 11:01:54,0,0
115,32,16,,救助流浪动物是一项长期而艰巨的任务，小娄的行为让人感动，但也提醒大家救助的同时要注意自己的经济状况和个人健康，避免过度投入导致生活陷入困境。,2024-08-08 11:01:55,0,0
116,33,3,,藏獒的力量和攻击性确实不容小觑，这起事件再次提醒我们饲养大型犬要格外小心。希望家属能够早日走出阴影，也希望社会各界能够重视宠物安全教育。,2024-08-08 11:01:56,0,0
117,33,12,116,非常同意您的观点。这起事件确实提醒我们，饲养大型犬需要承担更大的责任，包括确保宠物接受适当的训练和社会化，以及采取必要的预防措施来保障公共安全。希望这样的悲剧能够减少发生。,2024-08-08 11:01:57,0,0
118,33,14,,这样的案例让人痛心，不仅是对受害者及其家庭的伤害，也对宠物本身造成了不可挽回的后果。希望有关部门能够加强对藏獒等大型犬的管理，制定更严格的法规。,2024-08-08 11:01:58,0,0
119,33,17,,看到这样的新闻真的很揪心。宠物主人应该对宠物的行为负责，特别是饲养像藏獒这样的犬种。希望这些案例能引起更多人的警觉，防止类似悲剧再次发生。,2024-08-08 11:01:59,0,0
120,34,19,,这份南宁宠物医院排名榜单太实用了！正好最近在寻找一家靠谱的宠物医院给我的狗狗做定期检查，看了这些好评，决定先试试TOP1的流浪动物爱心救助中心，希望能遇到负责任的医生。,2024-08-08 11:02:00,0,0
121,34,9,,非常感谢这份榜单！之前我家猫咪生病时找了好几家医院都没找到满意的，这次直接按照排名去试试看。希望这些医院的服务和评价一样好，毕竟宠物的健康最重要。,2024-08-08 11:02:01,0,0
122,35,13,,这种情况确实很难处理，一方面宠物店应该对宠物负责，另一方面宠物主人也需要告知宠物的健康状况。希望司法鉴定能给出明确的结果，让双方都能接受。,2024-08-08 11:02:02,0,0
123,35,7,,宠物就像家人一样，突然失去肯定很难过。不过既然宠物店提出了司法鉴定，那就应该按照法律程序来解决问题，希望最终能找到真相。,2024-08-08 11:02:03,0,0
124,35,2,,寄养宠物时确实应该提前告知宠物的健康状况，否则出现问题很难说清。同时，宠物店也应该提高服务质量，确保宠物的安全。,2024-08-08 11:02:04,0,0
125,36,20,,宠物食品行业发展得越来越快了，但质量参差不齐的问题也需要重视。希望监管部门能加大监督力度，让宠物吃得更健康。,2024-08-08 11:02:05,0,0
126,36,10,125,非常同意！随着宠物食品行业的快速发展，确保产品质量和安全至关重要。加强监管不仅可以保护宠物的健康，也能增强消费者对市场的信心。,2024-08-08 11:02:06,0,0
127,36,19,,宠物食品添加剂标准制定的工作很重要，希望相关部门能加快进度，确保宠物食品的安全性和营养价值。,2024-08-08 11:02:07,0,0
128,36,18,,现在挑选宠物食品真是不容易，不仅要关注营养成分，还要提防虚假宣传。希望行业能更加规范，让消费者能放心购买。,2024-08-08 11:02:08,0,0
129,37,9,,INDIBA的非侵入式物理疗法听起来真的很先进，能帮助宠物减轻疼痛和恢复健康真是太好了。希望这种技术能更快普及，让更多的宠物受益。,2024-08-08 11:02:09,0,0
130,37,11,,看到宠物医疗行业有这么多创新和发展，感觉宠物们的健康保障也越来越好了。INDIBA获得兽医合作金牌奖真是实至名归，期待他们带来更多有益宠物的新技术。,2024-08-08 11:02:10,0,0
131,38,1,,科沃斯机器人的这次合作真是太棒了！对于养宠物的家庭来说，清洁工作确实是个挑战。期待科沃斯能带来更多解决宠物家庭清洁难题的创新产品。,2024-08-08 11:02:11,0,0
132,38,12,,看到科沃斯机器人赞助威斯敏斯特犬展，感觉品牌越来越国际化了。他们的智能清洁机器人确实帮了我们大忙，特别是对付宠物毛发这方面。,2024-08-08 11:02:12,0,0
133,38,20,,地宝T20 PRO听起来很厉害，特别是那个防缠绕胶刷和智能识别技术。希望以后能有更多的智能产品帮助我们更好地照顾宠物，同时也能让家居环境更干净整洁。,2024-08-08 11:02:13,0,0
134,39,7,,导盲犬真的是盲人最好的伙伴，它们经过专业的训练，能够帮助盲人安全地出行，这种无私的奉献精神让人感动。,2024-08-08 11:02:14,0,0
135,39,3,134,完全同意！导盲犬不仅是盲人的得力助手，更是他们生活中的重要伴侣。这些狗狗经过精心训练，展现出的专业能力和忠诚奉献令人钦佩。,2024-08-08 11:02:15,0,0
136,39,19,,选择合适的犬种作为导盲犬非常重要，它们不仅要有良好的性格，还需要经过严格的训练。希望未来能看到更多这样的专业训练学校。,2024-08-08 11:02:16,0,0
137,39,11,,导盲犬的工作要求非常高，它们不仅要具备出色的工作能力，还要能够适应各种复杂环境。我们应该给予这些“无声的英雄”更多的关注和支持。,2024-08-08 11:02:17,0,0
138,40,14,,这个案例再次提醒我们，养宠物尤其是大型犬时一定要遵守相关规定，确保宠物的安全管理。希望更多人能意识到宠物主人的责任，避免类似事件的发生。,2024-08-08 11:02:18,0,0
139,40,6,,法院的判决很公正，既保护了受害者的权益，也明确了宠物主人的责任。希望宠物主人能够从中吸取教训，加强对宠物的管理和约束，减少不必要的纠纷。,2024-08-08 11:02:19,0,0
140,41,2,,东莞的养犬管理条例很全面，既保障了市民的安全，也规范了养犬行为。希望大家都能够遵守规定，文明养犬。,2024-08-08 11:02:20,0,0
141,41,4,,禁养危险犬种是为了公共安全考虑，希望养犬人士能够理解和支持。同时，也要加强对犬只的管理和训练，避免发生意外。,2024-08-08 11:02:21,0,0
142,41,19,,规定很明确，违规养犬的处罚也很严厉，这对于维护社区秩序和公共卫生是有好处的。希望更多城市能够出台类似的管理条例。,2024-08-08 11:02:22,0,0
143,42,13,,BÜNGENER博根拿这个品牌看起来很专业，创始人汉斯·博根拿先生的经验丰富，希望他们的产品能给中国的宠物带来更好的营养。,2024-08-08 11:02:23,0,0
144,42,17,,很高兴看到国际品牌对中国市场的重视，BÜNGENER博根拿在中国设立生产线和研发中心，这说明他们是真的想为中国宠物主人提供优质的产品。,2024-08-08 11:02:24,0,0
145,42,15,144,确实如此！国际品牌在中国设立生产线和研发中心，不仅表明了对中国市场的重视，也体现了他们致力于为中国宠物及其主人提供高质量产品的承诺。这是个积极的信号。,2024-08-08 11:02:25,0,0
146,42,18,,BÜNGENER博根拿的产品如果真的像新闻里说的那样好，那真是太好了。希望能尽快在市场上看到他们的产品，给我的宠物试一试。,2024-08-08 11:02:26,0,0
147,43,7,,添添萌推出的高浓度益生元听起来很不错，能够帮助调节宠物的肠道健康。包装设计也很贴心，方便携带和使用，期待能给我的宠物试一试。,2024-08-08 11:02:27,0,0
148,43,12,,看到添添萌与厦门大学的合作，感觉他们的产品更有科学依据，很期待他们未来能推出更多有助于宠物健康的产品。希望国产宠物保健品越来越好。,2024-08-08 11:02:28,0,0
149,44,20,,淘豆玩国的展位设计很有创意，特别是那个香氛体验区，听起来就能让人感受到产品的魅力。期待能在亚宠展上亲身体验一下。,2024-08-08 11:02:29,0,0
150,44,8,,看到淘豆玩国和纳爱斯集团的关系，感觉品牌背后有强大的技术支持，产品肯定值得信赖。希望他们能推出更多创新的宠物用品。,2024-08-08 11:02:30,0,0
151,44,1,,淘豆玩国的营销策略很新颖，尤其是和亚宠展的联名包袋，既实用又有品牌特色。期待他们未来能有更多有趣的活动和产品。,2024-08-08 11:02:31,0,0
152,45,2,,宠物医生真的很不容易，工作强度大，收入还不高。希望这个行业能得到更多支持，让真正热爱这份工作的医生能有更好的发展。,2024-08-08 11:02:32,0,0
153,45,14,152,非常同意！宠物医生的工作既辛苦又充满挑战，他们对动物健康的贡献值得更多认可和支持。希望未来能有更多的措施来改善他们的工作环境和发展前景。,2024-08-08 11:02:33,0,0
154,45,17,,国内宠物医疗行业的发展空间很大，特别是国产宠物药品的研发，期待能看到更多高质量的国产宠物药品上市。,2024-08-08 11:02:34,0,0
155,45,5,,宠物医疗行业的现状确实复杂，既有高昂的成本压力，也有人才短缺的问题。希望政府和社会能提供更多支持，让这个行业健康发展。,2024-08-08 11:02:35,0,0
156,46,18,,看到宠物市场这么快的增长速度，感觉这个行业前景非常好。希望佩蒂股份和中宠股份这样的公司能抓住机会，推出更多优质的产品。,2024-08-08 11:02:36,0,0
157,46,9,,宠物消费市场的扩大反映了人们生活水平的提高和对宠物的重视。期待未来能看到更多创新的宠物用品和服务。,2024-08-08 11:02:37,0,0
158,47,1,,日本的宠物殡葬服务真是越来越周到了，可以看出人们对宠物的感情非常深厚。希望这样的服务也能在其他国家普及开来。,2024-08-08 11:02:38,0,0
159,47,3,,看到宠物丧失咖啡的概念，感觉很温馨。有时候，和别人分享失去宠物的感受确实能带来一些安慰。,2024-08-08 11:02:39,0,0
160,47,8,,5万日元起的宠物葬礼服务虽然价格不菲，但对于那些将宠物视为家庭成员的人来说，这样的花费也许是很值得的。,2024-08-08 11:02:40,0,0
161,48,16,,宠物医院的设备确实很贵，再加上租金和人才成本，难怪价格会比较高。但是还是希望能有更多的透明度和合理的价格。,2024-08-08 11:02:41,0,0
162,48,14,,我们的宠物对我们来说就像家人一样，所以即便价格高，我们也愿意为它们支付。只是希望宠物医院能更加人性化一些。,2024-08-08 11:02:42,0,0
163,48,12,162,完全理解您的感受！宠物确实是家庭的一部分，为了它们的健康，主人们通常愿意付出更多。希望宠物医疗服务能够更加贴心和人性化，更好地满足宠物和主人的需求。,2024-08-08 11:02:43,0,0
164,48,4,,虽然理解宠物医院的成本，但有时候感觉像是被宰割。希望相关部门能出台政策规范市场，让宠物医疗服务更加公平合理。,2024-08-08 11:02:44,0,0
165,49,5,,宠物主人应该对自己的宠物负责，特别是在公共场所。希望这次事件能让更多人意识到文明养犬的重要性。,2024-08-08 11:02:45,0,0
166,49,18,,犬只追逐小孩确实很危险，幸好这次没有造成严重的后果。希望宠物主人能以此为戒，严格遵守相关规定。,2024-08-08 11:02:46,0,0
167,50,3,,德妈Goodmom的新品宠物烘干护理箱看起来很高级，功能也很全面，希望我家的狗狗能适应这种新型的烘干方式。,2024-08-08 11:02:47,0,0
